TYPE,DEPARTMENT,PLACE,14/3/2020,15/3/2020,16/3/2020,17/3/2020,18/3/2020,19/3/2020,20/3/2020,21/3/2020,22/3/2020,23/3/2020,24/3/2020,25/3/2020,26/3/2020,27/3/2020,28/3/2020,29/3/2020,30/3/2020,31/3/2020,1/4/2020,2/4/2020,3/4/2020,4/4/2020,5/4/2020,6/4/2020,7/4/2020,8/4/2020,9/4/2020,10/04/2020,11/04/2020,12/04/2020,13/04/2020,14/04/2020,15/04/2020,16/04/2020,17/04/2020
DESCARTADOS,#D_LA CAPITAL,SANTO TOME,0.37894736840000004,0.4421052632,0.46315789469999996,0.5263157895,0.5894736842,0.8,0.9473684211,1.094736842,1.242105263,1.3473684209999999,2.0,3.0,3.0,3.0,5.0,9.0,9.0,12.0,16.0,22.0,24.0,27.0,29.0,31.0,31.0,32.0,38.0,38.0,38.0,42.0,46.0,47.0,48.0,51.0,55.0
DESCARTADOS,#D_LA CAPITAL,SAUCE VIEJO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,6.0,6.0,7.0,9.0,10.0,11.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
DESCARTADOS,#D_LAS COLONIAS,#D_LAS COLONIAS,0.37894736840000004,0.4421052632,0.46315789479999997,0.5263157894,0.5894736842,0.8,0.947368421,1.0947368422,1.2421052632,1.3473684209999999,2.0,2.0,2.0,2.0,7.0,10.0,10.0,12.0,14.0,17.0,17.0,20.0,25.0,25.0,26.0,26.0,31.0,32.0,33.0,33.0,34.0,34.0,35.0,36.0,37.0
DESCARTADOS,#D_LAS COLONIAS,ESPERANZA,0.18947368420000002,0.2210526316,0.23157894739999998,0.2631578947,0.2947368421,0.4,0.4736842105,0.5473684211,0.6210526316,0.6736842104999999,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,11.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,17.0
DESCARTADOS,#D_LAS COLONIAS,FRANCK,0.18947368420000002,0.2210526316,0.23157894739999998,0.2631578947,0.2947368421,0.4,0.4736842105,0.5473684211,0.6210526316,0.6736842104999999,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
DESCARTADOS,#D_LAS COLONIAS,HUMBOLDT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_LAS COLONIAS,PILAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_LAS COLONIAS,SAN CARLOS CENTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
DESCARTADOS,#D_LAS COLONIAS,SAN CARLOS SUD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_LAS COLONIAS,SAN JERONIMO DEL SAUCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_LAS COLONIAS,SAN JERONIMO NORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_LAS COLONIAS,SANTA CLARA DE BUENA VISTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_LAS COLONIAS,SANTO DOMINGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_LAS COLONIAS,SARMIENTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_ROSARIO,#D_ROSARIO,10.610526315400001,12.3789473712,12.9684210515,14.7368421032,16.5052631547,22.400000000000002,26.5263157938,30.6526315771,34.7789473706,37.72631579349999,56.0,66.0,88.0,124.0,149.0,170.0,210.0,249.0,264.0,330.0,401.0,453.0,512.0,575.0,637.0,780.0,819.0,939.0,982.0,1038.0,1112.0,1194.0,1256.0,1309.0,1380.0
DESCARTADOS,#D_ROSARIO,ALVAREZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_ROSARIO,ALVEAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0
DESCARTADOS,#D_ROSARIO,ARROYO SECO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,8.0,11.0,11.0,12.0,13.0,13.0,13.0,15.0,15.0
DESCARTADOS,#D_ROSARIO,CNEL RODOLFO S DOMINGUEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_ROSARIO,CORONEL RODOLFO S.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_ROSARIO,CORONEL RODOLFO S. DOMINGUEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0
DESCARTADOS,#D_ROSARIO,DOMINGUEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
DESCARTADOS,#D_ROSARIO,FIGHIERA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_ROSARIO,FUNES,0.18947368420000002,0.2210526316,0.23157894739999998,0.2631578947,0.2947368421,0.4,0.4736842105,0.5473684211,0.6210526316,0.6736842104999999,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,7.0,11.0,12.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,17.0,18.0,22.0,23.0,23.0,23.0
DESCARTADOS,#D_ROSARIO,GENERAL LAGOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_ROSARIO,GRANADERO BAIGORRIA,0.37894736840000004,0.4421052632,0.46315789469999996,0.5263157895,0.5894736842,0.8,0.9473684211,1.094736842,1.242105263,1.3473684209999999,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,8.0,8.0,11.0,16.0,17.0,21.0,22.0,24.0,27.0,28.0,35.0,37.0,38.0,39.0,41.0
DESCARTADOS,#D_ROSARIO,IBARLUCEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
DESCARTADOS,#D_ROSARIO,PEREZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,8.0,8.0,12.0,13.0,14.0,15.0,17.0,19.0,21.0,22.0,25.0,25.0
DESCARTADOS,#D_ROSARIO,PUEBLO ESTHER,0.37894736840000004,0.4421052632,0.46315789469999996,0.5263157895,0.5894736842,0.8,0.9473684211,1.094736842,1.242105263,1.3473684209999999,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
DESCARTADOS,#D_ROSARIO,ROSARIO,9.284210526,10.83157895,11.34736842,12.89473684,14.44210526,19.6,23.21052632,26.82105263,30.43157895,33.01052632,49.0,57.0,78.0,110.0,133.0,153.0,191.0,226.0,235.0,294.0,352.0,400.0,446.0,499.0,559.0,682.0,718.0,827.0,860.0,910.0,969.0,1034.0,1089.0,1133.0,1197.0
DESCARTADOS,#D_ROSARIO,SOLDINI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_ROSARIO,VILLA GOB. GALVEZ,0.37894736840000004,0.4421052632,0.46315789469999996,0.5263157895,0.5894736842,0.8,0.9473684211,1.094736842,1.242105263,1.3473684209999999,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,10.0,10.0,13.0,16.0,22.0,24.0,24.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_ROSARIO,VILLA GOBERNADOR GALVEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,39.0,39.0,41.0,48.0,52.0,55.0,59.0
DESCARTADOS,#D_ROSARIO,ZAVALLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN CRISTOBAL,#D_SAN CRISTOBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,9.0,9.0,9.0,9.0,10.0,11.0,12.0,13.0,14.0,16.0,16.0,17.0,17.0,20.0
DESCARTADOS,#D_SAN CRISTOBAL,ARRUFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_SAN CRISTOBAL,CERES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,13.0
DESCARTADOS,#D_SAN CRISTOBAL,COLONIA ROSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN CRISTOBAL,SAN CRISTOBAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DESCARTADOS,#D_SAN CRISTOBAL,SAN GUILLERMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN CRISTOBAL,SOLEDAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_SAN CRISTOBAL,SUARDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_SAN JAVIER,#D_SAN JAVIER,0.37894736840000004,0.4421052632,0.46315789469999996,0.5263157895,0.5894736842,0.8,0.9473684211,1.094736842,1.242105263,1.3473684209999999,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0
DESCARTADOS,#D_SAN JAVIER,LA BRAVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JAVIER,ROMANG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
DESCARTADOS,#D_SAN JAVIER,SAN JAVIER,0.37894736840000004,0.4421052632,0.46315789469999996,0.5263157895,0.5894736842,0.8,0.9473684211,1.094736842,1.242105263,1.3473684209999999,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0
DESCARTADOS,#D_SAN JERONIMO,#D_SAN JERONIMO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,9.0,9.0,11.0,11.0,14.0,18.0,20.0,21.0,26.0,26.0,26.0,28.0,28.0,28.0,30.0,32.0,34.0,36.0,41.0,42.0
DESCARTADOS,#D_SAN JERONIMO,AROCENA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
DESCARTADOS,#D_SAN JERONIMO,BARRANCAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
DESCARTADOS,#D_SAN JERONIMO,BERNARDO DE IRIGOYEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JERONIMO,CORONDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0
DESCARTADOS,#D_SAN JERONIMO,DESVIO ARIJON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JERONIMO,GABOTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
DESCARTADOS,#D_SAN JERONIMO,GALVEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,13.0,14.0
DESCARTADOS,#D_SAN JERONIMO,GESSLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_SAN JERONIMO,LOPEZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_SAN JERONIMO,MACIEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
DESCARTADOS,#D_SAN JERONIMO,MONJE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JERONIMO,PUEBLO IRIGOYEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JERONIMO,SAN GENARO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JUSTO,#D_SAN JUSTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0
DESCARTADOS,#D_SAN JUSTO,CAMPO LA PEPITA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_SAN JUSTO,GOBERNADOR CRESPO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JUSTO,LA CRIOLLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN JUSTO,SAN JUSTO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
DESCARTADOS,#D_SAN JUSTO,VIDELA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DESCARTADOS,#D_SAN LORENZO,#D_SAN LORENZO,0.7578947368000001,0.8842105264,0.9263157894999999,1.0526315789,1.1789473684,1.6,1.8947368421,2.1894736841999998,2.4842105262,2.6947368419999997,4.0,4.0,5.0,6.0,8.0,8.0,11.0,11.0,18.0,21.0,33.0,38.0,42.0,49.0,51.0,65.0,68.0,75.0,77.0,81.0,85.0,91.0,93.0,104.0,107.0
DESCARTADOS,#D_SAN LORENZO,CAPITAN BERMUDEZ,0.18947368420000002,0.2210526316,0.23157894739999998,0.2631578947,0.2947368421,0.4,0.4736842105,0.5473684211,0.6210526316,0.6736842104999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,7.0,7.0,9.0,10.0,11.0,12.0,12.0,12.0,13.0,14.0,16.0,16.0
DESCARTADOS,#D_SAN LORENZO,CARCARANA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
DESCARTADOS,#D_SAN LORENZO,FRAY LUIS BELTRAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0
DESCARTADOS,#D_SAN LORENZO,FUENTES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0
DESCARTADOS,#D_SAN LORENZO,LUIS PALACIOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DESCARTADOS,#D_SAN LORENZO,PUERTO GENERAL SAN MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0
DESCARTADOS,#D_SAN LORENZO,PUERTO GRAL. SAN MARTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESCARTADOS,#D_SAN LORENZO,PUJATO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0
DESCARTADOS,#D_SAN LORENZO,RICARDONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
DESCARTADOS,#D_SAN LORENZO,ROLDAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,11.0,11.0,11.0,12.0,14.0,14.0,16.0,16.0
